,Date.,arb_bayaoas_aguilarpang_00.07,Date.1,arb_camilingriver_mayantoctar_98.07,Date.2,aarb_naganriv_lunaapayao_00.10,Date.3,abrb_sinalangriv_lingsadpenarubia_00.03,Date.4,aarb_abulugriv_lukbancagayan,Date.5,crb_aligapay_quirino_01.09,Date.6,crb_benayriv_dupaxnv_06.10,Date.7,crb_buenavista_cagayanriver_isabela_00.05,Date.8,crb_jones_isabela_00.12,Date.9,Stream.Flow,Date.10,crb_dipantan_nagtipunan_quirino_00.08,Date.11,crb_magatriver_bagabagnuevavis_98.02,NA.,Date.12,crb_pinacuananriv_ilaganisabela_00.10,Date.13,crb_tugue_pinacuananriv_00.09,Date.14,crb_saltanriv_pinukpukkalinga_01.10,Date.15,crb_upi_cagayanriver_isabela_00.05,Date.16,prb_baliwagriv_stodomingonuevacija_00.06,Date.17,prb_arayat_pampriver_00-02,Date.18,prb_coronelriv_bongabonnuevaecija_00.04,NA.1,Date.19,prb_pobsanisidro_pampriver_00-05,Date.20,Stream.Flow1,Date.21,prb_riochico_zaragozanuevacija_00.06,Date.22,Stream.Flow2,mrb_stoninoriver_marikina_00-05
3135,8/1/2006,13055,8/1/2006,184500,8/1/2006,17300,8/1/2006,NA,8/1/2006,301900,8/1/2006,531900,8/1/2006,35740,8/1/2006,NA,8/1/2006,1875000,8/1/2006,23800,8/1/2006,503500,8/1/2006,NA,NA,8/1/2006,1374000,8/1/2006,59150,8/1/2006,84400,8/1/2006,NA,8/1/2006,241960,8/1/2006,NA,8/1/2006,NA,NA,8/1/2006,NA,8/1/2006,698020,8/1/2006,NA,8/1/2006,1569500,
3136,8/2/2006,7655,8/2/2006,93800,8/2/2006,14950,8/2/2006,NA,8/2/2006,276600,8/2/2006,144800,8/2/2006,23040,8/2/2006,NA,8/2/2006,700400,8/2/2006,6675,8/2/2006,223000,8/2/2006,NA,NA,8/2/2006,396500,8/2/2006,54550,8/2/2006,66800,8/2/2006,NA,8/2/2006,120460,8/2/2006,NA,8/2/2006,NA,NA,8/2/2006,NA,8/2/2006,510180,8/2/2006,NA,8/2/2006,779200,
3137,8/3/2006,8955,8/3/2006,55800,8/3/2006,8050,8/3/2006,NA,8/3/2006,181000,8/3/2006,79300,8/3/2006,18140,8/3/2006,NA,8/3/2006,424600,8/3/2006,4050,8/3/2006,111000,8/3/2006,NA,NA,8/3/2006,153000,8/3/2006,38800,8/3/2006,60200,8/3/2006,NA,8/3/2006,71560,8/3/2006,NA,8/3/2006,NA,NA,8/3/2006,NA,8/3/2006,373230,8/3/2006,NA,8/3/2006,603000,
3138,8/4/2006,11755,8/4/2006,44600,8/4/2006,7550,8/4/2006,NA,8/4/2006,164400,8/4/2006,63200,8/4/2006,14340,8/4/2006,NA,8/4/2006,354000,8/4/2006,6675,8/4/2006,74200,8/4/2006,NA,NA,8/4/2006,129000,8/4/2006,29600,8/4/2006,71200,8/4/2006,NA,8/4/2006,60760,8/4/2006,NA,8/4/2006,NA,NA,8/4/2006,NA,8/4/2006,263700,8/4/2006,NA,8/4/2006,443000,
3139,8/5/2006,10555,8/5/2006,40000,8/5/2006,39350,8/5/2006,NA,8/5/2006,249400,8/5/2006,81500,8/5/2006,10740,8/5/2006,NA,8/5/2006,745800,8/5/2006,7950,8/5/2006,67200,8/5/2006,NA,NA,8/5/2006,117000,8/5/2006,22750,8/5/2006,113000,8/5/2006,NA,8/5/2006,49060,8/5/2006,NA,8/5/2006,NA,NA,8/5/2006,NA,8/5/2006,250280,8/5/2006,NA,8/5/2006,319000,
3140,8/6/2006,8255,8/6/2006,43400,8/6/2006,10600,8/6/2006,NA,8/6/2006,265600,8/6/2006,87000,8/6/2006,10290,8/6/2006,NA,8/6/2006,366900,8/6/2006,7100,8/6/2006,57000,8/6/2006,NA,NA,8/6/2006,111800,8/6/2006,18900,8/6/2006,91000,8/6/2006,NA,8/6/2006,90460,8/6/2006,NA,8/6/2006,NA,NA,8/6/2006,NA,8/6/2006,336500,8/6/2006,NA,8/6/2006,269000,
3141,8/7/2006,7355,8/7/2006,33000,8/7/2006,9100,8/7/2006,NA,8/7/2006,231000,8/7/2006,112900,8/7/2006,12540,8/7/2006,NA,8/7/2006,618600,8/7/2006,6675,8/7/2006,102000,8/7/2006,NA,NA,8/7/2006,102200,8/7/2006,15600,8/7/2006,94300,8/7/2006,NA,8/7/2006,171260,8/7/2006,NA,8/7/2006,NA,NA,8/7/2006,NA,8/7/2006,263700,8/7/2006,NA,8/7/2006,222100,
3142,8/8/2006,7055,8/8/2006,38000,8/8/2006,8300,8/8/2006,NA,8/8/2006,203000,8/8/2006,134200,8/8/2006,12540,8/8/2006,NA,8/8/2006,520000,8/8/2006,6675,8/8/2006,109200,8/8/2006,NA,NA,8/8/2006,103800,8/8/2006,13400,8/8/2006,114100,8/8/2006,NA,8/8/2006,129460,8/8/2006,NA,8/8/2006,NA,NA,8/8/2006,NA,8/8/2006,142750,8/8/2006,NA,8/8/2006,184500,
3143,8/9/2006,8255,8/9/2006,41000,8/9/2006,9100,8/9/2006,NA,8/9/2006,178600,8/9/2006,192400,8/9/2006,8490,8/9/2006,NA,8/9/2006,457100,8/9/2006,6675,8/9/2006,96600,8/9/2006,NA,NA,8/9/2006,100600,8/9/2006,9100,8/9/2006,87700,8/9/2006,NA,8/9/2006,89460,8/9/2006,NA,8/9/2006,NA,NA,8/9/2006,NA,8/9/2006,238290,8/9/2006,NA,8/9/2006,167400,
3144,8/10/2006,7055,8/10/2006,36000,8/10/2006,8300,8/10/2006,NA,8/10/2006,236200,8/10/2006,115600,8/10/2006,5540,8/10/2006,NA,8/10/2006,471200,8/10/2006,4975,8/10/2006,70000,8/10/2006,NA,NA,8/10/2006,86200,8/10/2006,8000,8/10/2006,109700,8/10/2006,NA,8/10/2006,69760,8/10/2006,NA,8/10/2006,NA,NA,8/10/2006,NA,8/10/2006,361860,8/10/2006,NA,8/10/2006,146600,
3145,8/11/2006,7955,8/11/2006,36000,8/11/2006,7800,8/11/2006,NA,8/11/2006,198000,8/11/2006,119800,8/11/2006,5540,8/11/2006,NA,8/11/2006,299700,8/11/2006,7525,8/11/2006,54600,8/11/2006,NA,NA,8/11/2006,76600,8/11/2006,9100,8/11/2006,80000,8/11/2006,NA,8/11/2006,123460,8/11/2006,NA,8/11/2006,NA,NA,8/11/2006,NA,8/11/2006,308700,8/11/2006,NA,8/11/2006,111000,
3146,8/12/2006,10555,8/12/2006,50600,8/12/2006,42000,8/12/2006,NA,8/12/2006,169000,8/12/2006,90400,8/12/2006,10290,8/12/2006,NA,8/12/2006,251000,8/12/2006,7525,8/12/2006,85000,8/12/2006,NA,NA,8/12/2006,87800,8/12/2006,15600,8/12/2006,143800,8/12/2006,NA,8/12/2006,118460,8/12/2006,NA,8/12/2006,NA,NA,8/12/2006,NA,8/12/2006,214550,8/12/2006,NA,8/12/2006,162200,
3147,8/13/2006,8255,8/13/2006,39000,8/13/2006,37400,8/13/2006,NA,8/13/2006,399000,8/13/2006,96400,8/13/2006,10290,8/13/2006,NA,8/13/2006,371200,8/13/2006,6675,8/13/2006,59400,8/13/2006,NA,NA,8/13/2006,617000,8/13/2006,31150,8/13/2006,124000,8/13/2006,NA,8/13/2006,115460,8/13/2006,NA,8/13/2006,NA,NA,8/13/2006,NA,8/13/2006,179540,8/13/2006,NA,8/13/2006,146600,
3148,8/14/2006,11355,8/14/2006,35000,8/14/2006,34200,8/14/2006,NA,8/14/2006,384000,8/14/2006,79300,8/14/2006,10290,8/14/2006,NA,8/14/2006,271000,8/14/2006,4300,8/14/2006,52200,8/14/2006,NA,NA,8/14/2006,212400,8/14/2006,46800,8/14/2006,149300,8/14/2006,NA,8/14/2006,68860,8/14/2006,NA,8/14/2006,NA,NA,8/14/2006,NA,8/14/2006,161680,8/14/2006,NA,8/14/2006,127900,
3149,8/15/2006,18655,8/15/2006,119000,8/15/2006,29400,8/15/2006,NA,8/15/2006,467200,8/15/2006,58200,8/15/2006,10290,8/15/2006,NA,8/15/2006,219300,8/15/2006,4050,8/15/2006,48800,8/15/2006,NA,NA,8/15/2006,191400,8/15/2006,41800,8/15/2006,140500,8/15/2006,NA,8/15/2006,67960,8/15/2006,NA,8/15/2006,NA,NA,8/15/2006,NA,8/15/2006,151560,8/15/2006,NA,8/15/2006,164800,
3150,8/16/2006,19205,8/16/2006,70200,8/16/2006,23800,8/16/2006,NA,8/16/2006,345400,8/16/2006,50000,8/16/2006,10290,8/16/2006,NA,8/16/2006,203700,8/16/2006,3800,8/16/2006,39100,8/16/2006,NA,NA,8/16/2006,141000,8/16/2006,20550,8/16/2006,111900,8/16/2006,NA,8/16/2006,54460,8/16/2006,NA,8/16/2006,NA,NA,8/16/2006,NA,8/16/2006,142750,8/16/2006,NA,8/16/2006,212200,
3151,8/17/2006,15555,8/17/2006,57200,8/17/2006,10900,8/17/2006,NA,8/17/2006,241400,8/17/2006,39200,8/17/2006,4490,8/17/2006,NA,8/17/2006,154000,8/17/2006,3300,8/17/2006,33700,8/17/2006,NA,NA,8/17/2006,102200,8/17/2006,18350,8/17/2006,88800,8/17/2006,NA,8/17/2006,13960,8/17/2006,NA,8/17/2006,NA,NA,8/17/2006,NA,8/17/2006,137750,8/17/2006,NA,8/17/2006,196100,
3152,8/18/2006,17055,8/18/2006,45800,8/18/2006,9700,8/18/2006,NA,8/18/2006,193000,8/18/2006,33600,8/18/2006,3790,8/18/2006,NA,8/18/2006,118000,8/18/2006,3300,8/18/2006,31000,8/18/2006,NA,NA,8/18/2006,95800,8/18/2006,17250,8/18/2006,83300,8/18/2006,NA,8/18/2006,6160,8/18/2006,NA,8/18/2006,NA,NA,8/18/2006,NA,8/18/2006,140250,8/18/2006,NA,8/18/2006,175800,
3153,8/19/2006,45395,8/19/2006,35000,8/19/2006,10000,8/19/2006,NA,8/19/2006,169000,8/19/2006,29700,8/19/2006,3090,8/19/2006,NA,8/19/2006,114500,8/19/2006,3300,8/19/2006,29600,8/19/2006,NA,NA,8/19/2006,95800,8/19/2006,17250,8/19/2006,81100,8/19/2006,NA,8/19/2006,3560,8/19/2006,NA,8/19/2006,NA,NA,8/19/2006,NA,8/19/2006,165490,8/19/2006,NA,8/19/2006,199000,
3154,8/20/2006,14555,8/20/2006,157400,8/20/2006,11500,8/20/2006,NA,8/20/2006,164400,8/20/2006,32000,8/20/2006,4840,8/20/2006,NA,8/20/2006,118000,8/20/2006,2800,8/20/2006,28900,8/20/2006,NA,NA,8/20/2006,92600,8/20/2006,16700,8/20/2006,92100,8/20/2006,NA,8/20/2006,9160,8/20/2006,NA,8/20/2006,NA,NA,8/20/2006,NA,8/20/2006,155340,8/20/2006,NA,8/20/2006,172900,
3155,8/21/2006,20855,8/21/2006,231500,8/21/2006,12500,8/21/2006,NA,8/21/2006,304800,8/21/2006,23050,8/21/2006,4840,8/21/2006,NA,8/21/2006,111000,8/21/2006,2800,8/21/2006,28200,8/21/2006,NA,NA,8/21/2006,81400,8/21/2006,16150,8/21/2006,70100,8/21/2006,NA,8/21/2006,31460,8/21/2006,NA,8/21/2006,NA,NA,8/21/2006,NA,8/21/2006,173140,8/21/2006,NA,8/21/2006,154400,
3156,8/22/2006,27255,8/22/2006,105000,8/22/2006,10600,8/22/2006,NA,8/22/2006,316400,8/22/2006,17850,8/22/2006,3440,8/22/2006,NA,8/22/2006,132400,8/22/2006,2800,8/22/2006,27500,8/22/2006,NA,NA,8/22/2006,71800,8/22/2006,16150,8/22/2006,84400,8/22/2006,NA,8/22/2006,12960,8/22/2006,NA,8/22/2006,NA,NA,8/22/2006,NA,8/22/2006,175700,8/22/2006,NA,8/22/2006,232000,
3157,8/23/2006,18105,8/23/2006,79800,8/23/2006,10900,8/23/2006,NA,8/23/2006,225800,8/23/2006,14700,8/23/2006,2590,8/23/2006,NA,8/23/2006,111000,8/23/2006,2550,8/23/2006,26100,8/23/2006,NA,NA,8/23/2006,100600,8/23/2006,15600,8/23/2006,58000,8/23/2006,NA,8/23/2006,10360,8/23/2006,NA,8/23/2006,NA,NA,8/23/2006,NA,8/23/2006,162950,8/23/2006,NA,8/23/2006,187400,
3158,8/24/2006,16055,8/24/2006,67000,8/24/2006,12500,8/24/2006,NA,8/24/2006,190600,8/24/2006,12700,8/24/2006,2440,8/24/2006,NA,8/24/2006,121600,8/24/2006,2300,8/24/2006,24700,8/24/2006,NA,NA,8/24/2006,123000,8/24/2006,16150,8/24/2006,53600,8/24/2006,NA,8/24/2006,12460,8/24/2006,NA,8/24/2006,NA,NA,8/24/2006,NA,8/24/2006,184680,8/24/2006,NA,8/24/2006,184500,
3159,8/25/2006,12555,8/25/2006,105000,8/25/2006,11800,8/25/2006,NA,8/25/2006,183400,8/25/2006,28200,8/25/2006,2440,8/25/2006,NA,8/25/2006,139600,8/25/2006,2800,8/25/2006,25400,8/25/2006,NA,NA,8/25/2006,100600,8/25/2006,15600,8/25/2006,53600,8/25/2006,NA,8/25/2006,22960,8/25/2006,NA,8/25/2006,NA,NA,8/25/2006,NA,8/25/2006,242280,8/25/2006,NA,8/25/2006,175800,
3160,8/26/2006,12155,8/26/2006,93800,8/26/2006,11200,8/26/2006,NA,8/26/2006,210500,8/26/2006,70500,8/26/2006,2590,8/26/2006,NA,8/26/2006,173000,8/26/2006,4975,8/26/2006,30300,8/26/2006,NA,NA,8/26/2006,92600,8/26/2006,14500,8/26/2006,58000,8/26/2006,NA,8/26/2006,29960,8/26/2006,NA,8/26/2006,NA,NA,8/26/2006,NA,8/26/2006,333700,8/26/2006,NA,8/26/2006,178700,
3161,8/27/2006,11355,8/27/2006,73400,8/27/2006,10000,8/27/2006,NA,8/27/2006,220600,8/27/2006,65200,8/27/2006,4140,8/27/2006,NA,8/27/2006,366900,8/27/2006,8375,8/27/2006,51000,8/27/2006,NA,NA,8/27/2006,156000,8/27/2006,13950,8/27/2006,63500,8/27/2006,NA,8/27/2006,30710,8/27/2006,NA,8/27/2006,NA,NA,8/27/2006,NA,8/27/2006,377520,8/27/2006,NA,8/27/2006,187400,
3162,8/28/2006,9755,8/28/2006,51800,8/28/2006,9100,8/28/2006,NA,8/28/2006,195500,8/28/2006,90400,8/28/2006,4140,8/28/2006,NA,8/28/2006,375500,8/28/2006,7525,8/28/2006,70000,8/28/2006,NA,NA,8/28/2006,168300,8/28/2006,14500,8/28/2006,63500,8/28/2006,NA,8/28/2006,19360,8/28/2006,NA,8/28/2006,NA,NA,8/28/2006,NA,8/28/2006,265050,8/28/2006,NA,8/28/2006,164800,
3163,8/29/2006,7955,8/29/2006,40000,8/29/2006,8050,8/29/2006,NA,8/29/2006,171400,8/29/2006,72700,8/29/2006,2590,8/29/2006,NA,8/29/2006,362600,8/29/2006,2550,8/29/2006,53400,8/29/2006,NA,NA,8/29/2006,156000,8/29/2006,13950,8/29/2006,50300,8/29/2006,NA,8/29/2006,14960,8/29/2006,NA,8/29/2006,NA,NA,8/29/2006,NA,8/29/2006,202800,8/29/2006,NA,8/29/2006,130200,
3164,8/30/2006,7355,8/30/2006,35000,8/30/2006,7550,8/30/2006,NA,8/30/2006,146000,8/30/2006,36000,8/30/2006,2290,8/30/2006,NA,8/30/2006,223200,8/30/2006,2300,8/30/2006,37300,8/30/2006,NA,NA,8/30/2006,117000,8/30/2006,12850,8/30/2006,48100,8/30/2006,NA,8/30/2006,6160,8/30/2006,NA,8/30/2006,NA,NA,8/30/2006,NA,8/30/2006,156600,8/30/2006,NA,8/30/2006,121000,
3165,8/31/2006,10955,8/31/2006,31000,8/31/2006,9100,8/31/2006,NA,8/31/2006,121900,8/31/2006,29700,8/31/2006,9390,8/31/2006,NA,8/31/2006,165400,8/31/2006,2300,8/31/2006,32800,8/31/2006,NA,NA,8/31/2006,102200,8/31/2006,13400,8/31/2006,58000,8/31/2006,NA,8/31/2006,4760,8/31/2006,NA,8/31/2006,NA,NA,8/31/2006,NA,8/31/2006,131500,8/31/2006,NA,8/31/2006,105000,
3166,9/1/2006,9355,9/1/2006,36000,9/1/2006,4500,9/1/2006,NA,9/1/2006,83000,9/1/2006,25950,9/1/2006,7140,9/1/2006,NA,9/1/2006,154000,9/1/2006,3050,9/1/2006,36400,9/1/2006,NA,NA,9/1/2006,94200,9/1/2006,13950,9/1/2006,37100,9/1/2006,NA,9/1/2006,NA,9/1/2006,NA,9/1/2006,NA,NA,9/1/2006,NA,9/1/2006,124060,9/1/2006,NA,9/1/2006,94200,
3167,9/2/2006,7055,9/2/2006,31000,9/2/2006,3850,9/2/2006,NA,9/2/2006,65000,9/2/2006,68300,9/2/2006,7590,9/2/2006,NA,9/2/2006,161600,9/2/2006,5825,9/2/2006,37300,9/2/2006,NA,NA,9/2/2006,89400,9/2/2006,14500,9/2/2006,36000,9/2/2006,NA,9/2/2006,NA,9/2/2006,NA,9/2/2006,NA,NA,9/2/2006,NA,9/2/2006,111720,9/2/2006,NA,9/2/2006,79800,
3168,9/3/2006,5335,9/3/2006,27720,9/3/2006,3100,9/3/2006,NA,9/3/2006,43400,9/3/2006,73800,9/3/2006,4840,9/3/2006,NA,9/3/2006,132400,9/3/2006,6675,9/3/2006,31900,9/3/2006,NA,NA,9/3/2006,84600,9/3/2006,15050,9/3/2006,34000,9/3/2006,NA,9/3/2006,NA,9/3/2006,NA,9/3/2006,NA,NA,9/3/2006,NA,9/3/2006,101920,9/3/2006,NA,9/3/2006,75600,
3169,9/4/2006,4895,9/4/2006,30180,9/4/2006,2600,9/4/2006,NA,9/4/2006,42000,9/4/2006,68300,9/4/2006,4140,9/4/2006,NA,9/4/2006,111000,9/4/2006,3050,9/4/2006,29600,9/4/2006,NA,NA,9/4/2006,81400,9/4/2006,15050,9/4/2006,52500,9/4/2006,NA,9/4/2006,NA,9/4/2006,NA,9/4/2006,NA,NA,9/4/2006,NA,9/4/2006,100700,9/4/2006,NA,9/4/2006,107000,
3170,9/5/2006,5115,9/5/2006,34000,9/5/2006,2100,9/5/2006,NA,9/5/2006,75800,9/5/2006,59200,9/5/2006,3440,9/5/2006,NA,9/5/2006,107500,9/5/2006,2800,9/5/2006,27500,9/5/2006,NA,NA,9/5/2006,76600,9/5/2006,14500,9/5/2006,37100,9/5/2006,NA,9/5/2006,NA,9/5/2006,NA,9/5/2006,NA,NA,9/5/2006,NA,9/5/2006,114180,9/5/2006,NA,9/5/2006,162200,
3171,9/6/2006,5115,9/6/2006,30180,9/6/2006,1760,9/6/2006,NA,9/6/2006,124000,9/6/2006,71600,9/6/2006,3440,9/6/2006,NA,9/6/2006,104000,9/6/2006,2550,9/6/2006,28200,9/6/2006,NA,NA,9/6/2006,75000,9/6/2006,14500,9/6/2006,43700,9/6/2006,NA,9/6/2006,NA,9/6/2006,NA,9/6/2006,NA,NA,9/6/2006,NA,9/6/2006,151560,9/6/2006,NA,9/6/2006,193200,
3172,9/7/2006,5335,9/7/2006,28540,9/7/2006,1560,9/7/2006,NA,9/7/2006,93000,9/7/2006,50900,9/7/2006,3090,9/7/2006,NA,9/7/2006,118000,9/7/2006,3050,9/7/2006,28200,9/7/2006,NA,NA,9/7/2006,84600,9/7/2006,14500,9/7/2006,42600,9/7/2006,NA,9/7/2006,NA,9/7/2006,NA,9/7/2006,NA,NA,9/7/2006,NA,9/7/2006,168030,9/7/2006,NA,9/7/2006,293600,
3173,9/8/2006,5555,9/8/2006,38000,9/8/2006,1400,9/8/2006,NA,9/8/2006,68600,9/8/2006,77100,9/8/2006,3790,9/8/2006,NA,9/8/2006,169200,9/8/2006,4050,9/8/2006,38200,9/8/2006,NA,NA,9/8/2006,95800,9/8/2006,15050,9/8/2006,80000,9/8/2006,NA,9/8/2006,NA,9/8/2006,NA,9/8/2006,NA,NA,9/8/2006,NA,9/8/2006,165490,9/8/2006,NA,9/8/2006,257900,
3174,9/9/2006,7355,9/9/2006,79800,9/9/2006,1280,9/9/2006,NA,9/9/2006,91000,9/9/2006,98800,9/9/2006,4490,9/9/2006,NA,9/9/2006,154000,9/9/2006,6675,9/9/2006,36400,9/9/2006,NA,NA,9/9/2006,92600,9/9/2006,13950,9/9/2006,64600,9/9/2006,NA,9/9/2006,NA,9/9/2006,NA,9/9/2006,NA,NA,9/9/2006,NA,9/9/2006,152820,9/9/2006,NA,9/9/2006,225400,
3175,9/10/2006,5115,9/10/2006,41000,9/10/2006,75000,9/10/2006,NA,9/10/2006,218000,9/10/2006,174500,9/10/2006,5540,9/10/2006,NA,9/10/2006,188200,9/10/2006,9900,9/10/2006,51000,9/10/2006,NA,NA,9/10/2006,125000,9/10/2006,12850,9/10/2006,92100,9/10/2006,NA,9/10/2006,NA,9/10/2006,NA,9/10/2006,NA,NA,9/10/2006,NA,9/10/2006,144000,9/10/2006,NA,9/10/2006,172900,
3176,9/11/2006,4455,9/11/2006,36000,9/11/2006,7300,9/11/2006,NA,9/11/2006,178600,9/11/2006,80400,9/11/2006,4140,9/11/2006,NA,9/11/2006,199800,9/11/2006,7100,9/11/2006,34600,9/11/2006,NA,NA,9/11/2006,97400,9/11/2006,12850,9/11/2006,70100,9/11/2006,NA,9/11/2006,NA,9/11/2006,NA,9/11/2006,NA,NA,9/11/2006,NA,9/11/2006,205400,9/11/2006,NA,9/11/2006,146600,
3177,9/12/2006,3575,9/12/2006,26900,9/12/2006,6300,9/12/2006,NA,9/12/2006,143800,9/12/2006,59200,9/12/2006,3440,9/12/2006,NA,9/12/2006,121600,9/12/2006,3050,9/12/2006,31000,9/12/2006,NA,NA,9/12/2006,91000,9/12/2006,12300,9/12/2006,80000,9/12/2006,NA,9/12/2006,NA,9/12/2006,NA,9/12/2006,NA,NA,9/12/2006,NA,9/12/2006,170580,9/12/2006,NA,9/12/2006,107000,
3178,9/13/2006,4015,9/13/2006,24440,9/13/2006,5700,9/13/2006,NA,9/13/2006,152900,9/13/2006,50000,9/13/2006,3090,9/13/2006,NA,9/13/2006,195900,9/13/2006,5400,9/13/2006,28200,9/13/2006,NA,NA,9/13/2006,78200,9/13/2006,11500,9/13/2006,77800,9/13/2006,NA,9/13/2006,NA,9/13/2006,NA,9/13/2006,NA,NA,9/13/2006,NA,9/13/2006,144000,9/13/2006,NA,9/13/2006,81200,
3179,9/14/2006,4015,9/14/2006,26900,9/14/2006,5100,9/14/2006,NA,9/14/2006,203000,9/14/2006,72700,9/14/2006,5890,9/14/2006,NA,9/14/2006,154000,9/14/2006,6250,9/14/2006,35500,9/14/2006,NA,NA,9/14/2006,99000,9/14/2006,11100,9/14/2006,82200,9/14/2006,NA,9/14/2006,NA,9/14/2006,NA,9/14/2006,NA,NA,9/14/2006,NA,9/14/2006,114180,9/14/2006,NA,9/14/2006,79800,
3180,9/15/2006,3795,9/15/2006,26080,9/15/2006,4300,9/15/2006,NA,9/15/2006,164400,9/15/2006,46400,9/15/2006,4140,9/15/2006,NA,9/15/2006,111000,9/15/2006,4550,9/15/2006,29600,9/15/2006,NA,NA,9/15/2006,91000,9/15/2006,11100,9/15/2006,71200,9/15/2006,NA,9/15/2006,NA,9/15/2006,NA,9/15/2006,NA,NA,9/15/2006,NA,9/15/2006,119100,9/15/2006,NA,9/15/2006,81200,
3181,9/16/2006,3355,9/16/2006,22800,9/16/2006,3850,9/16/2006,NA,9/16/2006,137200,9/16/2006,32800,9/16/2006,3440,9/16/2006,NA,9/16/2006,83000,9/16/2006,4050,9/16/2006,28200,9/16/2006,NA,NA,9/16/2006,78200,9/16/2006,10700,9/16/2006,67900,9/16/2006,NA,9/16/2006,NA,9/16/2006,NA,9/16/2006,NA,NA,9/16/2006,NA,9/16/2006,127780,9/16/2006,NA,9/16/2006,66400,
3182,9/17/2006,3355,9/17/2006,22140,9/17/2006,3700,9/17/2006,NA,9/17/2006,190600,9/17/2006,29700,9/17/2006,3090,9/17/2006,NA,9/17/2006,83000,9/17/2006,7525,9/17/2006,27500,9/17/2006,NA,NA,9/17/2006,71800,9/17/2006,10700,9/17/2006,59100,9/17/2006,NA,9/17/2006,NA,9/17/2006,NA,9/17/2006,NA,NA,9/17/2006,NA,9/17/2006,120340,9/17/2006,NA,9/17/2006,60400,
3183,9/18/2006,3095,9/18/2006,20820,9/18/2006,3550,9/18/2006,NA,9/18/2006,152900,9/18/2006,70500,9/18/2006,3090,9/18/2006,NA,9/18/2006,74000,9/18/2006,7525,9/18/2006,27500,9/18/2006,NA,NA,9/18/2006,108600,9/18/2006,10300,9/18/2006,52500,9/18/2006,NA,9/18/2006,NA,9/18/2006,NA,9/18/2006,NA,NA,9/18/2006,NA,9/18/2006,126540,9/18/2006,NA,9/18/2006,70000,
3184,9/19/2006,5335,9/19/2006,32000,9/19/2006,8550,9/19/2006,NA,9/19/2006,119800,9/19/2006,58200,9/19/2006,3090,9/19/2006,NA,9/19/2006,199800,9/19/2006,9350,9/19/2006,30300,9/19/2006,NA,NA,9/19/2006,107000,9/19/2006,10300,9/19/2006,53600,9/19/2006,NA,9/19/2006,NA,9/19/2006,NA,9/19/2006,NA,NA,9/19/2006,NA,9/19/2006,136500,9/19/2006,NA,9/19/2006,79800,
3185,9/20/2006,5555,9/20/2006,28540,9/20/2006,7800,9/20/2006,NA,9/20/2006,143800,9/20/2006,67200,9/20/2006,4490,9/20/2006,NA,9/20/2006,104000,9/20/2006,4050,9/20/2006,28900,9/20/2006,NA,NA,9/20/2006,174900,9/20/2006,8700,9/20/2006,71200,9/20/2006,NA,9/20/2006,NA,9/20/2006,NA,9/20/2006,NA,NA,9/20/2006,NA,9/20/2006,162950,9/20/2006,NA,9/20/2006,78400,
3186,9/21/2006,4455,9/21/2006,22800,9/21/2006,6800,9/21/2006,NA,9/21/2006,185800,9/21/2006,80400,9/21/2006,3790,9/21/2006,NA,9/21/2006,93500,9/21/2006,3800,9/21/2006,26800,9/21/2006,NA,NA,9/21/2006,103800,9/21/2006,7400,9/21/2006,75600,9/21/2006,NA,9/21/2006,NA,9/21/2006,NA,9/21/2006,NA,NA,9/21/2006,NA,9/21/2006,154080,9/21/2006,NA,9/21/2006,79800,
3187,9/22/2006,4015,9/22/2006,23620,9/22/2006,5900,9/22/2006,NA,9/22/2006,143800,9/22/2006,53600,9/22/2006,3090,9/22/2006,NA,9/22/2006,77000,9/22/2006,4300,9/22/2006,27500,9/22/2006,NA,NA,9/22/2006,94200,9/22/2006,6200,9/22/2006,59100,9/22/2006,NA,9/22/2006,NA,9/22/2006,NA,9/22/2006,NA,NA,9/22/2006,NA,9/22/2006,141500,9/22/2006,NA,9/22/2006,81200,
3188,9/23/2006,3575,9/23/2006,23620,9/23/2006,4900,9/23/2006,NA,9/23/2006,185800,9/23/2006,36800,9/23/2006,2740,9/23/2006,NA,9/23/2006,97000,9/23/2006,5825,9/23/2006,29600,9/23/2006,NA,NA,9/23/2006,84600,9/23/2006,4700,9/23/2006,49200,9/23/2006,NA,9/23/2006,NA,9/23/2006,NA,9/23/2006,NA,NA,9/23/2006,NA,9/23/2006,144000,9/23/2006,NA,9/23/2006,72800,
3189,9/24/2006,3095,9/24/2006,20820,9/24/2006,4500,9/24/2006,NA,9/24/2006,467200,9/24/2006,60200,9/24/2006,3440,9/24/2006,NA,9/24/2006,107500,9/24/2006,7950,9/24/2006,30300,9/24/2006,NA,NA,9/24/2006,79800,9/24/2006,3800,9/24/2006,47000,9/24/2006,NA,9/24/2006,NA,9/24/2006,NA,9/24/2006,NA,NA,9/24/2006,NA,9/24/2006,152820,9/24/2006,NA,9/24/2006,66400,
