date,Aparri..Cagayan.Wind.Speed.Dly..m.s.,Aparri..Cagayan.Temp.Dry.Min.Dly..degC.,Aparri..Cagayan.Temp.Dry.Max.Dly..degC.,Aparri..Cagayan.Prec.Sum.Dly..mm.,Aparri..Cagayan.RelHumidity.Dly....,BPI.Experiment.Station..Baguio.City.Wind.Speed..m.s.,BPI.Experiment.Station..Baguio.City.Temp.Dry.Max..degC.,BPI.Experiment.Station..Baguio.City.Temp.Dry.Min..degC.,BPI.Experiment.Station..Baguio.City.Prec.Sum.Dly08..mm.,BPI.Experiment.Station..Baguio.City.Rel.Humidity,MMSU.Batac..Ilocos.Norte.Wind.Speed..m.s.,MMSU.Batac..Ilocos.Norte.Temp.Dry.Min..degC.,MMSU.Batac..Ilocos.Norte.Temp.Dry.Max..degC.,MMSU.Batac..Ilocos.Norte.Prec.Sum.Dly08..mm.,MMSU.Batac..Ilocos.Norte.RelHumidity....,Cabanatuan..Nueva.Ecija.Wind.Speed.Dly..m.s.,Cabanatuan..Nueva.Ecija.Temp.Dry.Min.Dly..degC.,Cabanatuan..Nueva.Ecija.Temp.Dry.Max.Dly..degC.,Cabanatuan..Nueva.Ecija.Prec.Sum.Dly..mm.,Cabanatuan..Nueva.Ecija.RelHumidity.Dly....,Casiguran..Aurora.Wind.Speed.Dly..m.s.,Casiguran..Aurora.Temp.Dry.Min.Dly..degC.,Casiguran..Aurora.Temp.Dry.Max.Dly..degC.,Casiguran..Aurora.Prec.Sum.Dly..mm.,Casiguran..Aurora.RelHumidity.Dly....,ISU.Echague..Isabela.Wind.Speed..m.s.,ISU.Echague..Isabela.Temp.Dry.Min..degC.,ISU.Echague..Isabela.Temp.Dry.Max..degC.,ISU.Echague..Isabela.Prec.Sum.Dly08..mm.,ISU.Echague..Isabela.Rel.Humidity,CLSU.Mu√.oz..Nueva.Ecija.Wind.Speed..m.s.,CLSU.Mu√.oz..Nueva.Ecija.Temp.Dry.Min..degC.,CLSU.Mu√.oz..Nueva.Ecija.Temp.Dry.Max..degC.,CLSU.Mu√.oz..Nueva.Ecija.Prec.Sum.Dly08..mm.,CLSU.Mu√.oz..Nueva.Ecija.Rel.Humidity,Science.Garden.Quezon.City..Metro.Manila.Wind.Speed.Dly..m.s.,Science.Garden.Quezon.City..Metro.Manila.Temp.Dry.Min.Dly..degC.,Science.Garden.Quezon.City..Metro.Manila.Temp.Dry.Max.Dly..degC.,Science.Garden.Quezon.City..Metro.Manila.Prec.Sum.Dly..mm.,Science.Garden.Quezon.City..Metro.Manila.RelHumidity.Dly....,Sinait..Ilocos.Sur.Wind.Speed.Dly..m.s.,Sinait..Ilocos.Sur.Temp.Dry.Min.Dly..degC.,Sinait..Ilocos.Sur.Temp.Dry.Max.Dly..degC.,Sinait..Ilocos.Sur.Prec.Sum.Dly..mm.,Sinait..Ilocos.Sur.RelHumidity.Dly....,TCA.Camiling..Tarlac.Wind.Speed..m.s.,TCA.Camiling..Tarlac.Temp.Dry.Min..degC.,TCA.Camiling..Tarlac.Temp.Dry.Max..degC.,TCA.Camiling..Tarlac.Prec.Sum.Dly08..mm.,TCA.Camiling..Tarlac.Rel.Humidity,Tuguegarao.City..Cagayan.Wind.Speed.Dly..m.s.,Tuguegarao.City..Cagayan.Temp.Dry.Min.Dly..degC.,Tuguegarao.City..Cagayan.Temp.Dry.Max.Dly..degC.,Tuguegarao.City..Cagayan.Prec.Sum.Dly..mm.,Tuguegarao.City..Cagayan.RelHumidity.Dly....
4/13/2009,4,25.4,31,0.01,84,1,32.7,24.1,0.2,86.77372263,1,24.7,29.5,0,94,1,24,32.9,45.6,82,1,24.6,34.2,2.8,87,1,24,34.7,0,85.40449438,1,24.1,32.7,0.2,82,1,24,31,59.7,89,1,24.7,29.5,5,94,0,24.2,33.2,3.8,82,1,24,33.8,0,83
4/14/2009,2,23,28.5,0,85.14,2,30.3,22.5,0,81.53806569,0,18.5,33.2,0,92,1,24,32.6,0,82.64,2,21,30.2,2.8,87,2,17.7,30.5,0,85.80337079,2,22.5,30.3,0,82.64,1,22.5,33.7,0,66.18,1,21.3,33.2,0,79.87,1.503073924,23.01214575,31.1237067,0,82.64,1,18.2,33,0,84
4/15/2009,2,25,31.8,0,83,1,31,24.6,0,76.8069708,0,23.5,30,1.2,80,1,25.4,32.7,8,70.08,2,23.8,33,2.6,87,2,25,31.9,0,83.41011236,1,24.6,31,0,70.08,1,25.1,30.6,0.1,83,2,23.7,30.4,0,86.99,0,22.8,28.3,24.9,70.08,1,23,34,3.2,78
4/16/2009,1,25.5,32,2,84,2,32.2,25.1,0,79.33354015,1,22.7,31.5,31.2,86,1,24.9,33.4,4.2,77.07,1,23.7,32.6,2.6,87,1,24,33,2.5,81.81460674,2,25.1,32.2,0,77.07,1,24.5,33.3,1.1,79,1,23,32,74.2,82.76,0,24,33,2,77.07,1,24,34.5,0,74
4/17/2009,2,21.8,28,0,86,3,28.5,22.3,0,72.78965469,3,20.7,30.3,0,64,2.693181818,23.2,32,0,78.59615385,3,22.6,28.3,2.5,87,1,18.5,29.5,0,83.41011236,3,22.3,28.5,0,78.59615385,2.400988585,26.82511211,28.03766816,0,78.59615385,3,20.7,30.3,0,64,2,22.6,31.8,0,78.59615385,1,21,31.5,0,78
4/18/2009,3,23,31.5,0,85.69,3,25,16,0,75.08481752,0,21.5,34.3,0,77,1,23,36,0,72.69,1,22.2,30.8,2,87,3,23.2,34.2,0,78.62359551,3,24.4,32.8,0,72.69,1,24.8,33,0,69.16,3,23.4,32.6,0,78.71,2.015294647,23.50673264,34.03160894,0,72.69,1,23,35,0,66
4/19/2009,2,25,32.8,27,98,0,34,22.8,0,87.88547445,1,23.3,31.8,0,75,1,24,32.8,18.2,92.15,1,19.8,31.8,2,87,0,23,31.3,11.5,85.00561798,0,22.8,34,0,92.15,1,22.9,32.5,0,82.79,2,23.1,31.6,0,81.43,0,23.7,34.1,0,92.15,1,22,30,65.8,82
4/20/2009,3,25.8,32.6,7,82,1,32.3,23.4,0,87,2,24.5,31.7,0,87,0.693181818,25.2,34,1,87,1,25,34,1.8,87,1,28.6,35.5,13.8,82.61235955,1,23.4,32.3,0,87,0.400988585,28.82511211,29.91121076,0.578475336,87,2,24.5,31.7,0,87,0,24.3,33.8,0,87,1,23.4,35,4,76
4/21/2009,1,26,30.8,4,79,2,30.9,22.2,3.6,81.43943009,0,24.5,32.3,0,78,1.386363636,23.5,33.2,0.6,83.71153846,3,22,32,1.7,87,1,23,31.5,0.1,85.80337079,2,22.2,30.9,3.6,83.71153846,0.801977171,24,30.8,43.2,83.71153846,0,24.5,32.3,0,78,0,22.6,33.2,11,83.71153846,1,23.5,32.4,2,84
4/22/2009,4,25.2,30.8,25,86,1,30.7,23.4,9.8,89.4713644,1,25,31,68,91,0.693181818,24.2,30.8,38.8,88.46153846,2,25.6,32.4,1.6,87,1,24.1,31.6,14.3,89.79213483,1,23.4,30.7,9.8,88.46153846,0.400988585,26.56053812,28.43946188,37.53542601,88.46153846,1,24.2,31,106.4,91,0,25.2,29.8,35.8,88.46153846,1,22.8,28.4,44.3,94
4/23/2009,9,22,25,11.47424709,90,1,30.3,21.6,0,77.11454239,1,19.8,27.2,0,71,0.693181818,22.4,31.8,0,81.15384615,2,21.8,29,1.5,87,0,20.7,28.2,5.6,90.98876404,1,21.6,30.3,0,81.15384615,0.400988585,19.6,27.45829596,0,81.15384615,1,19.8,27.2,0,71,0,21.5,32.1,0,81.15384615,1,20.5,24,20.2,97
4/24/2009,1,23.5,32.5,4,83.6,1,19,18,99.1,96.72193431,0,24,33.7,9.4,89,1,24,28.5,76.2,98.89,2,25.4,31.8,1.2,87,1,24.5,31.7,0.3,80.61797753,1,24.2,25.5,62.8,98.89,2,25.3,30,20.4,94.24,4,24.2,27.6,53.2,93.44,0.990853201,23.88292098,26.70265407,68.63925626,98.89,2,21,33.4,0,71
4/25/2009,2,25.8,34.5,0,77.84,1,33.4,23.9,0,88.88832117,0,23.5,32.2,19.8,83,1,24.5,35.9,0.9,91.49,3,23.6,32.6,1.1,87,1,23.6,34,11.5,79.42134831,1,23.9,33.4,0,91.49,2,24.9,35.7,0,68.74,2,21.8,32.2,79.4,84.95,2,24.7,34.7,0,91.49,1,21.8,34.5,0,68
4/26/2009,4,18.5,26.5,0,88.12,4,22.4,11,0,64.00357664,4,13.8,32.2,0,67.44,1,18.2,31.6,0,65.38,3,19.4,27.2,1,87,1,17.7,26.6,0,85.00561798,4,21,28.3,0,65.38,2,19,30.9,0,67.44,5,22,32.4,0,61.92,2.52751537,19.46774629,29.62063278,0,65.38,1,12.4,29.6,0,82
4/27/2009,3.933428019,24.12733282,30.16655914,2.671602489,85.3224969,2,32.9,23.2,0,83.81149737,2,24.9,22,0,81.83928371,1.386363636,23.5,33.5,0,85.11435366,3,23,31.4,0.8,87,1,23.4,29.7,0,84.94151204,2,23.2,32.9,0,85.11435366,0.801977171,28.17892377,29.2426009,0,85.11435366,2,23.2,22,0,81.83928371,0,23.4,34.6,0,85.11435366,0.920712584,22.3,30.2,0,81.83928371
4/28/2009,3,25.4,30,0,84,2,34.9,24.8,0,73.60218978,1,22.5,30.7,0,73,1,25,36,3.2,74,1,25.4,33,0.7,87,2,25.1,34.3,0.3,83.01123596,2,24.8,34.9,0,74,1,25.4,34,0.01,72,1,22.5,30.7,0,73,2,26,37.2,0,74,1,25,34.5,0.01,77
4/29/2009,3,27,33.8,0,82,1,34.4,25.6,0,84.5286356,2,23.5,33.2,0,83,1.306818182,26,34.7,0,85.53846154,1,25.4,33.8,0.6,87,1,24.6,35.8,0,81.41573034,1,25.6,34.4,0,85.53846154,1.599011415,30.04663677,31.15919283,0,85.53846154,2,23.5,33.2,0,83,2,26.3,35.6,0,85.53846154,1,24.8,36.5,0,73
4/30/2009,2,26,30.8,0,84,2,32,23.3,22.2,90.37591241,0,23.2,31.5,0,97,1,24,32.4,1.6,86,2,24.2,33,0.6,87,1,23.9,33.5,0,85.00561798,2,23.3,32,22.2,86,1,25.5,32,0.01,81,0,23.2,31.5,1.8,97,0,25,34.4,0.9,86,0,24.5,32.5,0.1,82
5/1/2009,2,25.18727578,34.10717759,0,89,1,32.3,22.7,0,74.64317799,0,21.4,31,0,67,0.693181818,23.5,35.8,0,79.69230769,1,22.4,31.4,0.5,87,1,24.5,36.3,0,80.21910112,1,22.7,32.3,0,79.69230769,0.400988585,29.10627803,31.0367713,0,79.69230769,0,23.4,31,0,67,0,24.5,36.8,0,79.69230769,1,24.2,36,0,70
5/2/2009,3,26,29.6,4,87,2,33.2,23.5,0,91.3248877,3,23.3,30,0,94,2,24,26.9,0,89.55769231,3,23.4,31.8,0.4,87,1,22.4,31.8,2.6,85.40449438,2,23.5,33.2,0,89.55769231,2,28.55246637,25.38251121,0,89.55769231,3,24.5,30,0,94,2,23.3,34.8,0,89.55769231,1,22.8,24.3,15.3,83
5/3/2009,3.933428019,24.40626518,30.46509084,0,85.07946928,4,31.2,23.6,0,91.6248279,3,22.2,33,0,94.48546495,3.386363636,24.6,33,0,89.73507373,3,22.8,31.8,0.4,87,1,21.9,30.2,0,89.98577535,4,23.6,31.2,0,89.73507373,2.801977171,28.77309417,28.82690583,0,89.73507373,3,23.1,33,0,94.48546495,2,23.1,34.5,0,89.73507373,0.920538663,22.8,30.5,0,94.48546495
5/4/2009,4,25.2,30,0.01,75,6,30.1,24.2,21.2,81.43943009,15,25.3,31.8,1.5,78,5.079545455,24,30.4,8,83.71153846,4,27,31,0,87,10,24.9,31.3,0.7,79.02247191,6,24.2,30.1,21.2,83.71153846,4.202965756,26.23408072,27.95515695,5.808071749,83.71153846,15,24.1,31.8,61.2,78,3,24.6,29.3,2.8,83.71153846,10,24.7,32.5,0,67
5/5/2009,3.281200657,27.4,33.2,0,82,2,31.5,23.2,41.4,77.73238349,4,27,32.8,17,72,1.386363636,25,31.6,2.2,81.51923077,2,26,33.8,0,87,1,25.2,36,0,83.80898876,2,23.2,31.5,41.4,81.51923077,0.801977171,26.89686099,28.94439462,1.356950673,81.51923077,4,25.4,32.8,2.4,72,0,25.3,29.5,0.2,81.51923077,0,25.5,34.3,0,79
5/6/2009,1,25.4,34.5,0,82.78,1,35.1,24.9,18.5,83.53083942,0,24.5,31.5,6.6,85,1,22.2,36,12,86.59,2,25.6,33.6,0,87,2,24.3,36,0,80.21910112,1,24.9,35.1,18.5,86.59,1,24.7,33.4,17.4,79.72,1,25.5,31.5,0,78.9,1,25.5,35.6,0.3,86.59,1,22.8,36,0,70
5/7/2009,5,26,33.5,0,83.73,1,24.8,12.6,0.2,71.54135036,0,22.3,36.5,0,86,1,24.5,38.7,0.01,71.06,2,25.4,34.4,0,87,2,23,36,0,79.82022472,1,23.8,36.7,3,71.06,1,26,35.8,0,68.12,2,25.2,34.3,0,72.27,0.990853201,23.91734893,37.32157745,1.541448493,71.06,2,20,36.4,0,69
5/8/2009,7,25.5,29,49.4,89,1,29.3,22.8,54.6,82.6751123,1,25,32.8,110.4,80,0.693181818,24.5,31,16,84.44230769,1,25.4,32.4,0,87,1,23.6,32,0,88.59550562,1,22.8,29.3,54.6,84.44230769,0.400988585,27.99865471,28.30224215,10.09865471,84.44230769,1,23.1,32.8,102.4,80,0,24.6,32.8,2,84.44230769,2,23.3,29.5,34.2,91
5/9/2009,3,24.62941106,33,0,80,2,34,23.2,0,81.19343066,1,23.4,33.5,0,83,1,23.6,35.8,0.8,80,1,25.3,32.6,0,87,1,23.3,33,0,83.41011236,2,23.2,34,0,80,1,25,34.8,4.2,71,1,23.4,33.5,0,83,2,22.8,33.9,55.4,80,1,23.2,35.5,52.6,78
5/10/2009,1,23.5,34,7.5,84.4,1,21.6,18.6,3.6,91.30711679,4,23,33,5,83,2,24.5,31.8,13,95.87,3,25.2,32.8,0,87,1,24.2,32.6,0,81.01685393,1,24.8,30.2,2.8,95.87,3,25.5,32.5,9,80.96,4,24.8,31.4,0.4,84.4,1.46948568,24.42956965,30.68957865,7.656440246,95.87,2,22.4,33.4,0,72
5/11/2009,3,26.2,32.6,0,80,1,34.4,25.2,0,87.6178411,2,24.5,29.6,3.9,88,0.693181818,25.7,36.5,0,87.36538462,1,25.2,34.8,0,87,1,25.2,38,19.2,81.81460674,1,25.2,34.4,0,87.36538462,0.400988585,30.16816143,31.6103139,0,87.36538462,2,24.4,29.6,19,88,0,24.9,36.3,0,87.36538462,1,26.4,36,0,74
5/12/2009,3,26.8,33.6,0,79,2,33.4,22.8,0,83.9107945,2,24,33.9,0,82,1.386363636,24.9,34.4,0,85.17307692,1,25.2,32.5,0,87,1,24.5,36.4,0,81.41573034,2,22.8,33.4,0,85.17307692,0.801977171,29.7896861,30.2690583,0.084304933,85.17307692,2,24.1,33.9,0,82,0,24.6,36.5,0.2,85.17307692,0,25,37.4,8,73
5/13/2009,2,26,32.8,3.4,86,2,29.3,23.6,7,90.7070466,3,26.5,27.8,16.2,93,1.386363636,25.4,31.8,16,89.19230769,1,25,32.5,0,87,1,24.6,33.2,0,84.60674157,2,23.6,29.3,7,89.19230769,0.801977171,28.73004484,29.06008969,9.84573991,89.19230769,3,24.4,27.8,34.9,93,0,25.3,33.3,1.4,89.19230769,1,25,33.5,0.2,81
5/14/2009,4,26,33.51011419,0,80,1,34.3,23.4,37,87.01624088,2,23.7,30,0,87,1,25,34.8,18.6,88.15,3,23.8,31.8,0,87,2,25,35.3,0.3,81.01685393,1,23.4,34.3,37,88.15,1,25.7,32.9,1.2,79,1,25.6,32.6,0,85.3,4,24.3,35.8,16.6,88.15,1,24.8,33.3,0,72
5/15/2009,4,24.79677048,32,0,78,10,35.2,23.4,2.8,76.98905109,1,23.7,32,0,80,1,24.6,36.3,1.2,75,1,23.6,32.8,0,87,1,23.5,34.8,0,82.21348315,10,23.4,35.2,2.8,75,1,25.8,35,0.2,70,1,23.7,32,0,80,0,23.9,30.1,11.9,75,1,23.5,35.6,0,75
5/16/2009,3,24.79677048,35,0,84.4,1,25,16,0,77.05755474,0,21.3,34.1,0,82,1,25,37.7,0,72.98,1,23.6,32.8,0,87,2,23.5,35.5,0,79.42134831,1,25,35,0,72.98,1,25.1,35,0,73.06,1,25.5,32.8,0,83.23,0.990853201,24.77133003,35.97216974,0,72.98,1,23.5,35.6,0,68
5/17/2009,2,23.5,32.5,5.329826848,88.51,1,35.5,24.4,1.6,86.46189781,0,24.5,33.8,0,85,1,24,35,4.4,87.17,3,23.4,31,0,87,1,24,34.4,27.2,85.80337079,1,24.4,35.5,1.6,87.17,1,24,33.7,19,78.79,2,23.2,31.6,6,85.39,0.990853201,23.98536512,34.93597241,2.925536062,87.17,1,21.6,31,6.1,84
5/18/2009,3,24.3,32.5,0.01,84.21,1,32.8,24,0,86.87167883,0,24,31.8,0,76.98,0,25.5,34.5,0.01,88.63,1,23.4,31.5,0,87,1,24,32.2,0,81.01685393,1,24,32.8,0,88.63,2,24.7,32.5,0,76.98,2,24.6,31.8,0,84.21,0.512220723,24.49842555,33.31366022,0.004786325,88.63,1,22,33.5,0,72
5/19/2009,1,24,31,0,87.74,1,33.3,24.4,0.4,81.30518248,0,22.5,33,0,85,1,24.8,36,0,84.79,1,23.4,32.6,0,87,0,23.7,33.7,0,80.61797753,1,24.4,33.3,0.4,84.79,1,24.2,34.8,0,68.18,2,24,33,0,76.03,0.990853201,24.36827111,34.2877193,0.204888289,84.79,1,21.3,35.2,0,71
5/20/2009,3,25.13148931,31.8,0,76,1,32.2,22.8,0,79.59124088,1,25.3,31.7,0,82,1,23.5,34,0,78,2,23.3,33,0,87,1,23.6,34.2,0,81.01685393,1,22.8,32.2,0,78,1,24,32.4,46.5,81,1,25.3,31.7,0.6,82,0,23.7,34.6,13.8,78,1,24.1,34.7,0,72
5/21/2009,3,22.6,29,0,86,4,30,23.6,0,70.31829028,1,19.7,29.7,0,60,3.386363636,24,32,0,77.13461538,2,22.8,29.4,0,87,1,20.1,32.3,0,81.01685393,4,23.6,30,0,77.13461538,2.801977171,27.92017937,28.29058296,0,77.13461538,1,19.7,29.7,0,60,2,23.2,33.3,0,77.13461538,1,22,33.5,0,72
5/22/2009,1,22,33.5,19,84.87,0,24.4,17,0,84.85850365,0,21.5,34,0,82,1,24.2,35.8,0,83.86,1,22.6,33.2,0,87,0,23,34.6,0,80.61797753,0,23.6,34.3,0,83.86,1,24.2,35.4,6.8,88.39,2,23.8,32,0,86.37,0.478632479,23.67131504,34.70421353,0,83.86,1,20,33.2,1.4,71
5/23/2009,5,23.9599734,32,0.5,82.97,1,23,17.4,3.3,89.54613139,0,23.5,33,6.8,92,1,24,33,15.3,90.66,1,22.2,32.8,0,87,2,22.8,32.8,0,80.61797753,1,23.5,32.6,0,90.66,2,25,31.5,0,85.72,2,24,32.2,5,87.86,0.990853201,23.52436647,32.49326736,7.323076923,90.66,2,22,33.4,0,71
5/24/2009,3,25,30.5,0,87.71,2,33.8,23.3,0,85.55372263,0,22.8,31.8,0,84,1,23.8,33.6,0,90.59,1,22.2,29.8,0,87,2,21.9,33.8,0,84.20786517,2,23.3,33.8,0,90.59,2,23.2,33.7,0,79.47,2,24,31.8,0,77.93,1,23.4,34.5,0,90.59,1,20.1,25.5,12.2,80
5/25/2009,3,22,30,0,86.68,5,25.4,16.8,0,74.73970803,1,24.5,32.8,0,81,1,23.5,36.5,0.01,72.87,1,21.6,31,0,87,2,21.5,32.2,0,80.61797753,5,22,31.8,0,72.87,2,22.5,32.8,0,61.22,2,23,31,0,77.57,3.039736092,22.51671915,33.75870445,0.004786325,72.87,0,20,34,0,71
5/26/2009,2.628973295,23.73682752,31.5995113,0,84.1559643,3,32.3,22.8,0,81.43943009,2,24.6,31.9,0,78,2.693181818,22.7,33,0,83.71153846,1,21.5,30.2,0,87,1,20.6,32.1,0,83.41011236,3,22.8,32.3,0,83.71153846,2.400988585,27.4632287,28.70044843,0,83.71153846,2,23.5,31.9,0,78,2,22.8,34,0,83.71153846,2,21.6,31.8,0,78
5/27/2009,4,22,34,0,82,1,32.7,22.6,0,83.37149635,1,18.7,32.2,0,78,1,23,36.4,0,88.73,4,21.4,31,0,87,1,22.5,35.2,0,81.81460674,1,22.6,32.7,0,88.73,2,23.6,35.3,0,67.82,1,22.5,31.6,0,75.26,1,24.4,36.9,0,88.73,1,20.5,32.2,0,74
5/28/2009,1,23.5,30.5,0,82.79,3,25,11,0,78.51284672,0,19.3,34.5,0,84,2,22.8,34.6,0,80.12,3,21.2,31.4,0,87,1,22.1,31.4,0,81.41573034,3,23.5,32.8,0,80.12,1,25,33.3,3.6,77.93,3,25.5,31.8,0,76.08,2.493927126,22.9500075,33.36152347,0,80.12,1,17,31.4,0,73
5/29/2009,2,22.5,32.5,0,77,1,32.1,22.7,0,78.06850365,0,18.5,32,0,71,1,24.3,35,0,81.43,1,21.2,33.8,0,87,1,21.4,34.8,0,81.01685393,1,22.7,32.1,0,81.43,1,23,35.8,0,68.46,2,22.3,31,0,72.98,0,22.6,35.2,0,81.43,1,22,36,0,72
5/30/2009,3,22,28,0,90,4,29.8,21.8,0,80.17153285,1,18.3,31,0,88,1,21.4,31.5,0,75,2,21,28.8,0,87,1,18.8,27.6,0,87,4,21.8,29.8,0,75,1,20.7,29.9,0,82,1,18.3,31,0,88,2,20.1,32.2,0,75,0,18.3,28.4,0,87
5/31/2009,3,23.5,31.5,0,78.87,1,25.4,16.4,0,76.33591241,4,20.5,33.7,0,78,1,24.2,36,0,76.32,1,21,33.6,0,87,2,22.5,35.7,0,79.42134831,1,23.8,32.8,0,76.32,1,23,34,0,69.79,2,24.8,33.5,0,76.36,0.990853201,23.77375918,34.03160894,0,76.32,2,22,35.8,0,68
6/1/2009,3,25.5,34,0,82.2,2,27,14,0,82.6809854,3,24.5,32,0,80.54,1,23.5,37,0,82.86,2,20.8,31.2,0,87,3,19.6,33.4,0,79.42134831,2,22.5,32.2,0,82.86,1,23.8,33.2,0.01,80.54,3,24.5,32,0,82.41,1.503073924,22.77282951,34.20290898,0,82.86,2,23,34.2,0,68
6/2/2009,2,23,31,0,83,5,29.8,24.3,0,75.80656934,0,24.8,30,0,74,1,20.2,33.5,0,77,1,20.6,29.5,0,87,2,18.4,32.2,0,83.41011236,5,24.3,29.8,0,77,1,20.8,31.5,0,64,0,24.8,30,0,74,2,19.9,34.6,0,77,1,20.3,33.9,0,78
6/3/2009,4,22.6,28.6,0,88,2,31,21.3,0,77.80656934,1,19.4,29.1,0,76,1,21.7,33.2,0,79,3,20.4,29,0,87,1,21,28.3,0.1,85.40449438,2,21.3,31,0,79,1,20.4,31.2,0,78,1,19.4,29.1,0,76,0,20.5,33.8,0,79,1,20,29.2,0,83
6/4/2009,3,24,32,0,85,5,30.3,25,0,79.61313869,0,24.8,30.4,0,76,1,20,24.5,0,82,2,20,24.2,0,87,1,17.9,31.4,0,83.01123596,5,25,30.3,0,82,2,20.5,33.5,0,60,0,24.8,30.4,0,76,2,19.5,35,0,82,1,19.5,23,0,77
6/5/2009,3,22.2,29.4,0,78,3,30.7,19.2,0,75.26101909,1,18.5,29.6,0,68,2.693181818,21,33.4,0,80.05769231,0,19.5,30,0,87,2,17.8,31.6,0,81.81460674,3,19.2,30.7,0,80.05769231,2.400988585,26.73273543,27.66726457,0,80.05769231,1,18.5,29.6,0,68,2,19.8,34.6,0,80.05769231,1,19,32.3,0,74
6/6/2009,4,24,32,0,85,5,30.2,25.2,0,78.19343066,1,21.7,30.5,0,80,1,20.2,33.8,0,77,2,19.3,36,0,87,1,19.6,31.5,0,82.61235955,5,25.2,30.2,0,77,1,20,32.5,0,59,1,21.7,30.5,0,80,2,20.5,35,0,77,1,19.3,33.7,0,76
6/7/2009,2,19.5,30.5,0,87.69,1,22,8.2,0,81.44167883,0,14,30.5,0,83,1,19,33.7,0,84.29,1,18.8,26.4,0,87,1,19.2,28.7,0,82.61235955,1,22.2,29.2,0,84.29,1,20.7,30,0,76.07,2,16,29.5,0,77.13,0.990853201,20.46531714,31.08675963,0,84.29,1,18.5,29.5,0,76
6/8/2009,1,22,31,0,83,0,31.4,21.4,0,80.2070438,0,19.3,30.6,0,91,1,18.4,33.8,0,80.76,1,18.6,31,0,87,0,20.1,32.2,0,82.61235955,0,21.4,31.4,0,80.76,1,18.9,33.4,0,65.53,1,22.5,29.5,0,79.37,0,20.7,34.1,0,80.76,1,20,32.7,0,76
6/9/2009,2,23.5,32,0,84,4,29.9,19.3,0,73.16058394,0,16.5,30,0,84,1,19.2,32.5,0,66,2,18,29.3,0,87,1,18,31,0,81.01685393,4,19.3,29.9,0,66,1,19,33.7,0,85,0,16.5,30,0,84,2,17.7,34.5,0,66,1,19.5,33.5,0,72
6/10/2009,3,22.0074469,28.5,0,88,3,29.7,20.2,0,73.18248175,0,19.4,29,0,78,2,22.2,31,0,70,2,17.4,27.6,0,87,1,19.4,28.2,0,84.60674157,3,20.2,29.7,0,70,1,22,29.4,0,75,0,19.4,29,0,78,0,19.9,31.8,0,70,1,18.5,29.3,0,81
6/11/2009,3,26,31.5,0,84,2,31,23.8,13.6,84.94138686,0,23.6,32.8,0,89,2,25,29.1,19.4,88.1,3,19.8,28.6,50.9,86.99,0,23.2,31,4.3,83.00522472,2,23.8,31,13.6,88.1,2,22.9,31.7,46.8,86,2,24.7,32.2,0,80.16,2,23.9,32.9,23,88.1,1,23,28,9.2,77
6/12/2009,3,26,36,0,79,2,32,24.5,0.5,88.05916058,1,24,32.8,1.4,88,1,25,33.2,0.6,91.54,2,23,33.6,43,86.99,2,24.5,33.2,5,81.0108427,2,24.5,32,0.5,91.54,1,24,33,4.1,82,1,23.8,32,13,82.79,2,24.6,35.1,2.4,91.54,1,22,36.5,1,72
6/13/2009,3,23,26.5,6.2,94.04,1,34.6,23.6,7,87.90043796,2,21,28.5,0,86,1,24,37.4,1,87.98,2,24,31.6,33.5,86.99,3,22.6,31.2,0,88.19061798,1,23.6,34.6,7,87.98,2,26.2,33.8,0,75.56,1,21,28.5,5.3,87.78,1,24,35.8,1.4,87.98,1,21.5,32.5,6.1,90
6/14/2009,3,24,32.6,0,83.5,1,24.8,12.8,0,78.63821168,0,21,35.6,0,70.96,1,23,34.6,0,82.31,2,23.2,31.8,6.2,86.99,2,20.9,34.5,0,80.61196629,1,24.5,32.8,0,82.31,1,24,35,0,70.96,3,23.9,32.4,0,73.08,0.990853201,23.55795472,33.36152347,0,82.31,2,21,34.5,0,71
6/15/2009,2,23,30.5,2,87.69,0,24.6,15.5,0,85.49514599,0,21.4,32.8,0,90.63,1,24,34,7,86.43,1,22.8,32.2,4.2,86.99,2,23,32.2,0,80.61196629,0,25,33.8,1.4,86.43,1,23.8,30,7.8,90.63,4,22.8,30.6,0,84.08,0.478632479,24.29269756,33.5865647,4.067536362,86.43,1,21,32.5,0,71
6/16/2009,2,25,35,0,80.51,1,32.1,23.5,3.1,89.61638686,0,24.2,33.5,0,83,1,24.5,30.2,0.01,92.23,1,24.2,31.8,0,86.99,1,23.1,33,0,83.40410112,1,23.5,32.1,3.1,92.23,1,24.7,30.5,11,87.71,1,24,33.5,0,85.66,0.990853201,23.76368271,30.89698605,1.592670565,92.23,1,21.7,32.5,1,78
6/17/2009,2,25,34,0,81.97,1,23.4,15.4,5.8,86.4980292,3,24.5,32,0,80,1,24.5,33.8,2.2,89.41,1,23.8,32.6,0,86.99,3,24.6,33.7,46.5,83.40410112,1,23.9,32.9,38.4,89.41,1,25,30.5,19.6,86.29,1,23.8,30.5,0,82.09,0.990853201,23.968571,33.02983956,20.72226721,89.41,1,24.7,34,0,78
